date,total_traffic,total_conversions,total_revenue,avg_order_value,conversion_rate,revenue_per_visitor,revenue_growth,traffic_growth
2023-01-01,1057,54,6362.411935685263,117.8224432534308,0.0510879848628193,6.019311197431659,,
2023-01-08,7282,252,27106.255045368875,111.65973699278753,0.03507156626313045,3.827277800616565,3.2603741033076314,5.889309366130558
2023-01-15,7406,314,35455.32629106882,112.9652297435381,0.04307088206999433,4.8466584431619335,0.30801271631679694,0.017028288931612234
2023-01-22,7777,274,36925.741905433984,136.11370987685044,0.034951704013209725,4.697480956901762,0.04147234754783691,0.05009451795841202
2023-01-29,8605,329,40075.60116629691,123.63109517712527,0.039136144506434725,4.750279745160587,0.08530253146787525,0.10646778963610637
2023-02-05,9391,387,45978.85382035545,118.24913390265463,0.04146780656121767,4.898762587055712,0.14730290955742675,0.0913422428820454
2023-02-12,8507,269,30143.976523601013,115.53030812598288,0.03259497833437568,3.593969280056096,-0.34439478110139676,-0.09413268022574806
2023-02-19,8708,400,48083.620303403804,118.73334494258962,0.04632072207107864,5.557044668565991,0.5951319583120387,0.023627600799341675
2023-02-26,8890,345,35775.973445782416,106.60383082954388,0.039718558760546405,4.09721599746235,-0.2559633983456553,0.020900321543408262
2023-03-05,9405,389,44085.25337075706,112.48960546081864,0.040956286744513244,4.647898217255883,0.2322586676101812,0.05793025871766022
2023-03-12,9864,419,46457.66540822056,115.24337248877019,0.04138476503754333,4.615746039815747,0.053814186288360544,0.04880382775119618
2023-03-19,10160,391,44237.32937737787,111.22143778657605,0.038328854948405426,4.337917647050689,-0.04779267342284066,0.030008110300081103
2023-03-26,11034,518,57994.6817803695,110.07314518200133,0.04692383831582704,5.243022374846211,0.31098966860388444,0.08602362204724412
2023-04-02,10989,382,48188.65579012582,124.42163421218288,0.03524400854295214,4.463464483341229,-0.1690849176029603,-0.004078303425774865
2023-04-09,10594,384,42806.54138914227,110.9386363402972,0.03653206493912881,4.1469148082694085,-0.11168841115685113,-0.03594503594503595
2023-04-16,11168,392,41749.48319831454,110.1874972046556,0.035443220628854855,3.7891776110999715,-0.024693847167382876,0.054181612233339616
2023-04-23,10613,490,55830.65676286037,114.91595075458557,0.046099167001864436,5.164950502553504,0.337277793300069,-0.04969555873925502
2023-04-30,11040,404,49938.652367449264,127.7204313311736,0.0361730941769044,4.506673020392695,-0.10553349605821916,0.040233675680768854
2023-05-07,10773,446,56050.822592606026,125.50868071371208,0.04219945441199683,5.332404327606248,0.12239357562521569,-0.02418478260869561
2023-05-14,10409,463,51532.03683532505,111.26002899810526,0.04501654814936581,5.046907788198458,-0.08061943693716767,-0.03378817413905133
2023-05-21,10775,384,44806.522405349875,114.73220203911198,0.03515124336056943,4.065657007967617,-0.1305113254394955,0.035161879143049246
2023-05-28,11323,467,57509.62814605598,116.72335347439378,0.040881124231150215,4.972194989094412,0.2835101913463687,0.05085846867749422
2023-06-04,10091,377,47013.521725812774,120.9260113807857,0.037480709963047185,4.6923712419277175,-0.18251042057838496,-0.10880508699108016
2023-06-11,9941,389,48389.00379685696,124.98897472143105,0.038988952597016055,4.884081771526955,0.02925715880350599,-0.01486473094836982
2023-06-18,10455,416,45302.35150565266,110.74005503642918,0.04066984840921312,4.394268665350547,-0.06378830000639091,0.05170505985313345
2023-06-25,8925,276,31947.664849085537,115.15374121072223,0.03129362598558057,3.600727424069547,-0.29479014251392166,-0.14634146341463417
2023-07-02,9417,360,36347.179324772995,105.8614673044125,0.03671063948289727,3.7503045379664677,0.1377100484955598,0.05512605042016805
2023-07-09,9702,423,48992.43479524314,120.8984074959966,0.04361259161004357,5.069571069425144,0.34790197493678887,0.03026441541892333
2023-07-16,9050,322,34363.219788191265,106.09081762290394,0.036087132604416615,3.867788050943788,-0.2986015099717453,-0.06720263863121001
2023-07-23,8525,347,38579.03268742249,112.29078615622959,0.04050040064293446,4.4924326770886065,0.12268387319979746,-0.058011049723756924
2023-07-30,7888,255,31034.223094256253,122.23430656004793,0.0320563124920244,3.8901732676395997,-0.19556761970410919,-0.07472140762463342
2023-08-06,8459,310,33302.53280334808,105.64454539629831,0.0369596494137191,3.951969469176847,0.07309059106144145,0.07238843813387419
2023-08-13,8642,338,41945.511281966734,120.06451920662633,0.0389708068959862,4.834697400415244,0.25952916343196986,0.021633762856129612
2023-08-20,8200,356,45975.98553680769,129.74117043988605,0.043117182252768706,5.589561052303757,0.0960883329743496,-0.051145568155519516
2023-08-27,7824,272,29516.76565624936,105.91273566275923,0.0343181840000446,3.6981621694093882,-0.35799602093099936,-0.04585365853658541
2023-09-03,7411,300,31313.360143168153,104.62848733210728,0.041492977838213395,4.303535336833752,0.060866915699431035,-0.05278629856850714
2023-09-10,7430,295,35139.259520401305,123.71562485498977,0.039722557850440245,4.779490090643684,0.12218105497911158,0.0025637565780596283
2023-09-17,7289,292,32483.645612928234,112.38669761252676,0.04006885259077564,4.488123322889608,-0.07557398601217713,-0.01897711978465677
2023-09-24,7257,351,37777.10598525267,109.70029490487676,0.04846987487460063,5.267321907830527,0.16295770602230908,-0.0043901769790094525
2023-10-01,7436,270,32441.736516825506,122.0797988145924,0.036198123108233844,4.398647964171323,-0.14123287978994392,0.024665839878737827
2023-10-08,8209,300,34723.44548360687,120.06058665247112,0.0359750483690621,4.212258319744362,0.07033251643598004,0.10395373856912316
2023-10-15,8321,324,37247.746853795776,115.30350970927638,0.039768704215647724,4.525807974899851,0.07269731834015847,0.013643561944207683
2023-10-22,8071,285,29061.27441238225,102.30994447522524,0.0346083808285539,3.5204989373069497,-0.21978436638186272,-0.030044465809397902
2023-10-29,7633,289,30216.24175544828,105.79866961997593,0.03823888912609646,3.9659476238939035,0.039742487775206836,-0.05426836823194148
2023-11-05,8479,338,34901.731548650074,101.43247379735367,0.04058394491909264,4.226243302105821,0.15506527354140442,0.11083453425913792
2023-11-12,8624,331,38643.748692648354,116.15693913303201,0.03827761876988709,4.472646323692084,0.10721580213813242,0.01710107323976895
2023-11-19,9167,361,45050.628413791404,126.08266489831644,0.04018692210965833,4.9574399270767895,0.1657934320011223,0.06296382189239336
2023-11-26,9035,361,49398.360583777576,138.06373719674485,0.039532460724406256,5.446046145026358,0.09650769196940212,-0.014399476382677023
2023-12-03,9699,464,51998.85281966482,111.44864847114015,0.04867844139864598,5.4712027502007885,0.05264329028646442,0.07349197565024901
2023-12-10,10435,452,46473.506788202285,104.88551325118644,0.04299897944978831,4.470364806833039,-0.10625899864800425,0.07588411176409937
2023-12-17,11640,466,51748.69574815168,110.013129499057,0.039242406694439,4.3507351429329075,0.1135095955635641,0.11547676090081449
2023-12-24,10621,398,43426.8877478909,108.1561395425106,0.03718114294220333,4.100668951975219,-0.16081193699568774,-0.0875429553264605
2023-12-31,11906,550,67378.81490209921,123.72735269247733,0.0466024368387346,5.6777072800478985,0.5515460212865837,0.1209867244138969
2024-01-07,11404,417,54548.108888225586,130.01932241968436,0.036232925908994414,4.741363595147656,-0.19042641270132943,-0.04216361498404164
2024-01-14,13214,565,69505.8247160976,123.14820473768737,0.0421646778287567,5.1838532300471964,0.27421144623953575,0.15871623991581907
2024-01-21,12503,438,49875.132896030904,116.32713520589479,0.03533564768642374,4.026727213174872,-0.28243232707834076,-0.05380656879067658
2024-01-28,13535,469,53029.87870936724,111.71026492790403,0.034503994184120014,3.896212947453915,0.06325288034645804,0.08254019035431504
2024-02-04,14682,636,78132.24679049091,117.9331255704141,0.043113895438722946,5.256364747850684,0.4733627285609756,0.08474325821943118
2024-02-11,14507,555,63037.60499881035,114.0275626483389,0.038316923524507086,4.33688362483553,-0.19319349451394063,-0.01191935703582614
2024-02-18,15016,451,50690.90540110429,111.6424085802114,0.0298003743566924,3.3251443070044897,-0.19586244746987236,0.03508650996070872
2024-02-25,15486,583,61907.60637136687,106.77412874790791,0.03706423632228922,3.9793781470531586,0.22127639823174716,0.0312999467234949
2024-03-03,17044,776,96583.82741143092,124.49525781915347,0.0448914860368232,5.624744447428644,0.5601286024862735,0.1006069998708512
2024-03-10,17147,739,85623.07242985092,116.6804500702344,0.04262199522749977,4.946600342174652,-0.11348437181816184,0.006043182351560761
2024-03-17,17043,698,82502.47622613062,119.60850094576845,0.04134362468319019,4.838388737490134,-0.0364457396255774,-0.006065200909780133
2024-03-24,16621,565,65988.21905253056,116.04514895600781,0.03389860202360488,3.947345978650994,-0.20016680624635086,-0.02476089890277533
2024-03-31,16796,713,80276.79588120879,111.58667344062464,0.042444232966753245,4.783445180140375,0.21653223914565212,0.010528849046387068
2024-04-07,18091,578,65743.294367352,113.42940741926486,0.032161220963788185,3.6462641553960076,-0.18104237163828796,0.07710169087878072
2024-04-14,17746,806,89077.79180445115,109.18436559299354,0.044070164576280414,4.853690657772598,0.35493349795818885,-0.0190702559283622
2024-04-21,17561,940,111570.34959202935,120.47099025740795,0.05317301679841314,6.350377674353687,0.25250466285643003,-0.010424884481009755
2024-04-28,16879,713,72256.82066031841,102.03660067862442,0.04285541131582944,4.323839552328285,-0.35236538269769413,-0.03883605717214278
2024-05-05,18142,823,103478.39262393683,123.55858868951493,0.0460735749544196,5.719915700702032,0.4320916929128673,0.07482670774334976
2024-05-12,17350,836,97911.39108677016,116.79661352084315,0.04828653680211737,5.732164228893155,-0.053798685851242145,-0.04365560577665084
2024-05-19,17454,679,79227.39070854434,115.14167985135126,0.03875111192541538,4.519959191280263,-0.19082560436372376,0.005994236311239298
2024-05-26,16451,654,73519.7588101353,115.50405454707239,0.03941156042639576,4.475316068638666,-0.07204114444972487,-0.05746533745846227
2024-06-02,16227,604,72887.53187064029,123.23370195376974,0.036674032118784713,4.466437877798759,-0.008599415309940572,-0.013616193544465416
2024-06-09,16699,600,69436.63896653781,117.69754560303394,0.035736525892771556,4.133440302840106,-0.047345448741865415,0.029087323596475034
2024-06-16,15858,681,75052.4370458769,109.9780213614628,0.042577628680366,4.68490373690454,0.08087658277995557,-0.05036229714354157
2024-06-23,16332,669,76250.42017680258,114.33647693981716,0.04128960125703366,4.708952100550571,0.015961948446702623,0.02989027620128648
2024-06-30,15272,574,61758.99117409655,106.94020978818483,0.0374315871012739,4.00950218631223,-0.19005048062823282,-0.06490325740876801
2024-07-07,14695,535,61309.05413368301,111.93596145770407,0.03658175788340967,4.206421703914517,-0.007285369010403442,-0.03778156102671559
2024-07-14,14426,635,77790.97086498648,120.19130454862464,0.043290859452166486,5.301786182756144,0.26883332265027327,-0.018305546104117054
2024-07-21,13192,482,57849.4284484314,120.92953083614286,0.03665442856376642,4.386515253622608,-0.25634777654550034,-0.0855399972272286
2024-07-28,14116,525,61648.58965497865,116.42556338173074,0.03716328178246986,4.378898092001443,0.06567327125684441,0.07004244996967857
2024-08-04,12522,401,43565.624871784275,107.36456154690536,0.03189726789459163,3.43254988105109,-0.2933232517466686,-0.11292150750920937
2024-08-11,12448,511,54747.97403626937,105.36379651093208,0.041335566410613325,4.441150687159426,0.256678268644035,-0.005909599105574204
2024-08-18,11997,470,49091.26586274063,106.17535963954857,0.0386725846651334,4.038316654068815,-0.10332269409241146,-0.036230719794344446
2024-08-25,11847,489,52798.32378676193,105.7532449681297,0.04085891310795409,4.394569694977172,0.07551359409607095,-0.012503125781445412
2024-09-01,12506,488,51020.669874559484,105.69684378442564,0.03859212226598737,4.000792491879181,-0.03366875659503721,0.055625896851523526
2024-09-08,10999,431,54931.78409672729,120.39994500940864,0.03837203342817436,4.8017302160223005,0.07665744553695109,-0.12050215896369743
2024-09-15,11579,498,58201.2108785102,117.40873194196381,0.04327438387014553,5.032152198048549,0.05951794276380862,0.05273206655150475
2024-09-22,11245,419,48520.239608305776,117.04321806080723,0.03660193465959211,4.250986777299526,-0.16633625184212375,-0.02884532343034807
2024-09-29,10935,473,45442.43563530021,98.65926991381515,0.043174270434312476,4.180267558785447,-0.06343340424227217,-0.02756780791462876
2024-10-06,11530,425,53156.42459272235,125.29775727410879,0.03677802697624748,4.583370899307267,0.16975298197770528,0.054412437128486424
2024-10-13,10978,475,52676.14569139879,110.09974947460765,0.043050189560826055,4.723594379687315,-0.009035199507931413,-0.04787510841283604
2024-10-20,10422,401,45741.18958859728,114.08983403110453,0.038408054085525514,4.378743309180883,-0.13165268665307617,-0.05064674804153757
2024-10-27,11736,389,44148.414725405484,113.38088329131027,0.03337141443617587,3.8116419136414685,-0.034821456930119954,0.12607944732297072
2024-11-03,12230,504,59689.12576415459,115.92533814106079,0.041208352732813994,4.879230293428804,0.35201062451300436,0.042092706203135544
2024-11-10,12337,613,66614.50196628718,110.20592513125005,0.05000639171283351,5.524637564747665,0.1160240850150216,0.008748977923139778
2024-11-17,13533,568,66513.95061404674,119.87348280885158,0.04158722459407795,4.905555348274372,-0.0015094513847949687,0.09694415173867221
2024-11-24,13671,498,65616.94442710135,133.29376259882608,0.0366116698338863,4.823989430916668,-0.013485985701711667,0.010197295499889236
2024-12-01,13591,567,67784.2193048456,119.34425163810545,0.042140754685934256,5.014303418997436,0.03302919538034921,-0.005851803086826091
2024-12-08,14831,566,65288.59049187512,114.56167065328695,0.03688104726653304,4.24558890955652,-0.03681725390605883,0.09123684791406084
2024-12-15,16273,687,80414.29807181415,116.25476535153825,0.041696003374959115,4.931933275629104,0.23167459223708242,0.09722877756051518
2024-12-22,15434,527,53774.528337705146,99.56495345436558,0.03417106226067041,3.511693422055981,-0.33128150556407643,-0.0515577951207522
2024-12-29,16221,680,77338.42077002715,114.78685233918304,0.041882913909987975,4.758724205017535,0.43819803094023024,0.0509913178696384
2025-01-05,4157,185,20921.651874125877,115.34803478791761,0.04471692111664325,5.008090185107967,-0.7294791946122314,-0.7437272671228654
